sample index,class_label,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9
sample0,1.0,0.8342509834222027,0.7260813992742677,0.5359036849144344,0.21489584350525737,0.8737882909931444,0.7676045224304291,0.11130843932636791,0.5575264959349775,0.5996496615953951,0.6655687929814794
sample1,1.0,0.8040591737544392,0.253135155172477,0.869867307204029,0.3342850639978806,0.6040745922152166,0.4940453023680388,0.8335751894934594,0.1941898292802583,0.01496617187200655,0.8029178105700178
sample2,1.0,0.6944042750266697,0.5957765709194961,0.5812942741718249,0.7990034104169871,0.7628567272266561,0.6513928475031644,0.07590533959076973,0.007186300484064878,0.6596330266159818,0.8310087722262066
sample3,1.0,0.7836895305460438,0.038779627569570874,0.2850432910339191,0.6273053943944916,0.8006198412814354,0.48634018576458027,0.8277231362980225,0.3398071200084293,0.7313434832661592,0.8923586950529941
sample4,1.0,0.7888353321633572,0.1744333489120683,0.34877033120804046,0.938244327128728,0.6920645235572894,0.37761971721338294,0.18375961191309875,0.6168046690010076,0.4928990505698758,0.9309689967901521
sample5,1.0,0.2406299291845031,0.1424777511908094,0.09141607823060938,0.11759786457386323,0.812113201292216,0.9437023426627787,0.10464264583948557,0.8492666142650167,0.871183789026758,0.012565906734151366
sample6,1.0,0.40564462222336883,0.7273879895132506,0.6638140344505881,0.6932747897852231,0.944709154902505,0.9738896510862719,0.7544280585701452,0.2976160331921702,0.9083389579424072,0.23474910119481807
sample7,1.0,0.7147468237320453,0.6562098658346016,0.588289712151666,0.1343704500516737,0.8617615951934365,0.9436160382129917,0.22671387640894103,0.5463241389575948,0.688982545318669,0.883037767955672
sample8,1.0,0.5353416487380942,0.27359076844875285,0.6210327651769985,0.7803364102722015,0.9660423593221917,0.4639649680017436,0.9403887504386618,0.8674549333898043,0.9907405398050532,0.028283451612968302
sample9,1.0,0.548196738900725,0.33742624657900044,0.2658239986769828,0.2494605243577639,0.7038081931198569,0.9586147013962135,0.7674937703515724,0.20581783150199062,0.7601992567942618,0.9320657585165074
sample10,1.0,0.5203011391221466,0.25586066805193985,0.7348934058032611,0.4917129515559684,0.005895683061960311,0.2161225149284438,0.9516112634325964,0.36818467390274123,0.5718238565454195,0.0981916825707091
sample11,1.0,0.7516346854539425,0.20844785608786254,0.39203102817867963,0.1515821142486884,0.7628567272266561,0.36602914220995897,0.9682082578729132,0.3398071200084293,0.5289140406658732,0.05751618610304754
sample12,1.0,0.856897479464049,0.621303197065188,0.31750022810123246,0.6076936459819975,0.4369186597635605,0.9082263061483757,0.8189234326177135,0.8625582862782251,0.9108856968841066,0.9919383387423013
sample13,1.0,0.7836895305460438,0.11644707970559864,0.28417419200256455,0.8598276490670181,0.6026013196151065,0.34689039961290224,0.8489032533842119,0.8560251706163511,0.9682925887192598,0.8527245255520957
sample14,1.0,0.8553526511086944,0.26077703534208485,0.6918506709302997,0.8378702604221645,0.4584870367139482,0.9750855405228185,0.2014302150930769,0.6731111468547456,0.5469836495403223,0.21589974310193039
sample15,1.0,0.8217145616588485,0.6706865590631278,0.4401015525322063,0.03617236832136461,0.23709346718264257,0.669008355495011,0.9576286784449756,0.9954815712186449,0.930807210173211,0.8983404558792016
sample16,1.0,0.18172676385362574,0.6356661691054787,0.557869740579734,0.5816795460670368,0.9367318400528851,0.309288403448048,0.1825945892508829,0.37925768137443183,0.893349177604391,0.12394360222942291
sample17,1.0,0.2549525422938068,0.7657419322995629,0.49225021694505,0.6605042329885169,0.8311617336257524,0.7694107342223229,0.008300680727704846,0.9090861419981723,0.36633250379457016,0.6069595086184039
sample18,1.0,0.5228048219126,0.7199266939240095,0.5983364426696405,0.5043326171204966,0.5884363495519689,0.013570550093965128,0.022781718792526995,0.3415861971354822,0.7313434832661592,0.1298448586160169
sample19,1.0,0.2309840283134481,0.6100998000744899,0.4612534773587076,0.7324656922298441,0.5966712120262492,0.730743767062602,0.21737956848271922,0.7894601302706741,0.893349177604391,0.8765770961124757
sample20,1.0,0.7707008154675333,0.23531622891019,0.6092149508928448,0.473039842374977,0.6193123179042691,0.9103437547304862,0.8036637639679374,0.4117642908631983,0.6692614677001859,0.9582848297860626
sample21,1.0,0.5461938504660493,0.7491564369949893,0.5720738759200762,0.49599984715185663,0.9303218773425272,0.8031690174265703,0.9483099495709812,0.08567460602243115,0.16698609175556467,0.5626333236916408
sample22,1.0,0.626736930855097,0.6786617531216094,0.32295091314840496,0.4719316747725223,0.5755765693335909,0.5397891761203322,0.8694100608142502,0.6883422740075928,0.9960977292991329,0.4612613272522855
sample23,1.0,0.3058042606114584,0.723343638607208,0.4556282266689089,0.9620602799949081,0.9448308987220996,0.9786782757702205,0.12896349364046444,0.9982302043809109,0.10483854662929681,0.5783890597361337
sample24,1.0,0.017609762120689543,0.6478782281787702,0.45806235292169983,0.6743819259214574,0.0022463014464406683,0.8491240132161052,0.1284121575337086,0.43663606981946435,0.6662702725503182,0.5649519403597008
sample25,1.0,0.8186554619781937,0.6072264170433108,0.6775997903709904,0.7689745628639241,0.9436695924813254,0.9689529320636101,0.12600500397239123,0.799384154723023,0.921840426827487,0.6262630477973742
sample26,1.0,0.8742282449649711,0.5487481598077378,0.5879555181552277,0.19137286236580298,0.9074463730921635,0.3312338980904461,0.04635071737813201,0.799646444549443,0.9253443405404834,0.8364743143465233
sample27,1.0,0.5558963397473439,0.723343638607208,0.6352663764190287,0.891900456211435,0.813617510056267,0.1826181491249126,0.8930253192513496,0.025390496570388166,0.9538124665003543,0.7650767926623429
sample28,1.0,0.6279780315314364,0.6202636630625171,0.5812942741718249,0.5808954788430654,0.5605253949214385,0.3806434951774108,0.8445109558481209,0.9755580511740749,0.4721018542680465,0.8135555003470301
sample29,1.0,0.6243948636445962,0.5680141340860324,0.36039249711008936,0.115973375965433,0.7014925741426363,0.5461648628139493,0.22448281284099636,0.7486998717449797,0.7254281903483407,0.006371643565720508
sample30,1.0,0.9370265827781692,0.7154768280461169,0.4238246032425196,0.9309876102095891,0.5160923114302934,0.3397117868119536,0.7777917337950162,0.12255844904305735,0.8682178639124577,0.21589974310193039
sample31,1.0,0.600202119588456,0.5794353192567437,0.18894365902783916,0.7237053793420982,0.8876708554146039,0.8031690174265703,0.9762491835263335,0.37822419649032024,0.7319364081871519,0.5340189166245864
sample32,1.0,0.34497258154899746,0.01681592436749013,0.47767643413484817,0.4691729266778044,0.29955936888439116,0.2857880644704551,0.8853843013902638,0.33212703099049834,0.7101511666357354,0.1755528310880995
sample33,1.0,0.8139441290527544,0.5989839599335605,0.3714420784840289,0.6661835361368096,0.49842001476043984,0.2872485749792596,0.844837633394493,0.8117829885635124,0.7028255220199634,0.1651502242624514
sample34,1.0,0.8728351342285425,0.5767946020456288,0.31840151674411576,0.7008532414671704,0.6780733984349562,0.40921853158118815,0.7933790847589695,0.9311013025279586,0.15394697168447213,0.8477807882138272
sample35,1.0,0.7255970828169529,0.6748935500294461,0.7204882481022216,0.5187812807740719,0.948583904496594,0.8676357966368546,0.150891645785184,0.28139162535511764,0.5440069459282296,0.9672465654531747
sample36,1.0,0.661973479919602,0.6706865590631278,0.6852868244967376,0.8005140230934183,0.6398726510706628,0.3252504313974657,0.007438409964127146,0.35817511952583814,0.8024360336639633,0.7928259238534598
sample37,1.0,0.7931962261862477,0.5734931643828036,0.2655082287586644,0.5190053312690232,0.5696764101351391,0.9651370729928007,0.09851732985109807,0.5005174989821464,0.7431517785039585,0.29129884933006456
sample38,1.0,0.9900022030230928,0.383823045197604,0.6056739269424034,0.8223770620662265,0.18210869096235005,0.9973672189070157,0.10868969490317992,0.8979778311168073,0.5424904092375519,0.8310087722262066
sample39,1.0,0.6616952542423745,0.9759952061825568,0.16363167560711356,0.5108859873080802,0.5508579222762845,0.4940453023680388,0.9556193934069738,0.9834553081760239,0.9685201556898874,0.9018776964888535
sample40,1.0,0.8994521718278122,0.6682326890082187,0.36833453041221353,0.7252992002117681,0.3309226622763296,0.4997330050450567,0.9791917339173508,0.8815071140100188,0.5033388806042212,0.5640147248485085
sample41,1.0,0.4454142189113598,0.08118174168806147,0.4530876623944975,0.7334766340720457,0.4639058710793662,0.44821534205361213,0.9423554697313207,0.5791269966867635,0.16581693753539917,0.9301306995356434
sample42,1.0,0.5429973752491887,0.079431946838743,0.3349573669726411,0.5100655079868338,0.9729249900294823,0.9026989364456576,0.9415354876717693,0.46333183757460217,0.7053798169829522,0.6066790717095758
sample43,1.0,0.7008021524732678,0.7489520627519083,0.5197606627968705,0.6391581303065125,0.8299555489929482,0.3501339640476012,0.0971779625125313,0.08567460602243115,0.38192202444196877,0.7689318533443729
sample44,1.0,0.9934538277850494,0.7479687089872854,0.4216276601766791,0.2830476110691438,0.5690216217194437,0.3890124217765468,0.8360077073492896,0.8637956784497276,0.665106208453071,0.7282467034846575
sample45,1.0,0.8728351342285425,0.2569802675993931,0.64158109340784,0.01722694185913143,0.6387333097715138,0.9002528880239203,0.20070814802639658,0.7936498536845977,0.821616317563295,0.11888379109847158
sample46,1.0,0.5493169859197086,0.5759411240079411,0.741356224498371,0.173792220161598,0.7502276483697454,0.8456507749779473,0.9504668297920998,0.7580134073189478,0.7401587571743058,0.2702993933849085
sample47,1.0,0.9240495885324922,0.18019338897063153,0.2773119214409261,0.7534943012323062,0.5866625149608176,0.2158841014502504,0.9318843502824965,0.46542486075269685,0.34376761577104853,0.1651502242624514
sample48,1.0,0.13329305460959673,0.07078623113142168,0.49543474059065884,0.5108859873080802,0.5690216217194437,0.9786782757702205,0.8274392956628869,0.38239513014378346,0.6210751108176483,0.8259801828483142
sample49,1.0,0.39101625109875404,0.24385998054145064,0.5316756895968653,0.9864144200508754,0.6486253877801244,0.7583965070984753,0.8201195471451327,0.6222182533243278,0.9596009233845234,0.74365243490215
sample50,1.0,0.865991367976391,0.6526223470334807,0.25272034507657704,0.787836832659983,0.9448308987220996,0.34698576436537787,0.20534352362330177,0.0722127881715734,0.9400721221880067,0.6155883805559874
sample51,1.0,0.8571331734679286,0.14536679338349956,0.5922005097692091,0.7237053793420982,0.6192699688529599,0.3073521647732047,0.8137131407004627,0.6209315167622903,0.8597158029454407,0.8002991197279933
sample52,1.0,0.7661508941807119,0.21828162820929076,0.25348020664380466,0.7334766340720457,0.7454818173571168,0.5212744306491398,0.24046404356802664,0.16116406944469075,0.9331831538372917,0.007976420544657081
sample53,1.0,0.36613866332393674,0.6394083885914137,0.40189647689342567,0.2920320542934359,0.8128764168850583,0.9296206213035028,0.9791917339173508,0.8328249903457685,0.3781406298201664,0.8983008259136407
sample54,1.0,0.7050742645265525,0.7557117095433368,0.2733874881986147,0.5227636534982194,0.7669370299843936,0.9895884952202636,0.9354541735294527,0.8328249903457685,0.8938561841514965,0.8259801828483142
sample55,1.0,0.8126376841635325,0.597211497357959,0.6041684263123475,0.9284352126943516,0.6521774583319965,0.2007644372893609,0.1182897946861079,0.44007963921806237,0.9019628825176725,0.39488196412584076
sample56,1.0,0.9900022030230928,0.5367293158177581,0.7458076915467649,0.6743819259214574,0.6079896463241518,0.9952008854899114,0.20792545795366735,0.7702408776713825,0.5296357118085423,0.00803856021355065
sample57,1.0,0.45728045774759396,0.17862894576004795,0.29066649798930955,0.21236933673363367,0.8616983537930649,0.2682041846493579,0.1939888957464363,0.3537396606089994,0.8332957219987476,0.22286148582709486
sample58,1.0,0.7413951873443472,0.39495632446025053,0.6094032682162156,0.0891492529332032,0.619498643770398,0.5594360220420871,0.9605336673135575,0.8560251706163511,0.5806131919426727,0.7639119854475706
sample59,1.0,0.6461430374327456,0.03390786469988327,0.30894173338762143,0.6366052642409358,0.6530197511033592,0.19433390076815182,0.8468590956960161,0.25810016860680596,0.9051865383357386,0.6518950482092378
sample60,1.0,0.6104136944386439,0.5780030558939503,0.25138851857240463,0.8650902103582955,0.4978418677089682,0.9364261017339358,0.14526452140946078,0.21001216579184523,0.5469836495403223,0.6340279344868052
sample61,1.0,0.7404885489907799,0.5654403607250189,0.33755144906267176,0.8037928353808953,0.8313894951909906,0.3387907018728721,0.07987564511938705,0.02032321359155298,0.5654118380644956,0.8386335210679378
sample62,1.0,0.9370265827781692,0.2060239999489869,0.4282065848291543,0.04960052267614623,0.6521774583319965,0.6479012895715789,0.12649646769026013,0.2675857688616756,0.88028305104062,0.696216782322326
sample63,1.0,0.25221801901382856,0.44495091904745254,0.3749884293121287,0.9084460914203177,0.7636757920196408,0.4940453023680388,0.07593564921045104,0.29835089676507076,0.30045566396944834,0.8983404558792016
sample64,1.0,0.9027174122768274,0.25457364913505776,0.6210327651769985,0.7008532414671704,0.15981512175946389,0.37764894328551324,0.22448281284099636,0.38598928138476307,0.9604624523222696,0.6367713933969216
sample65,1.0,0.5463259057847863,0.14652719602434394,0.532257701851845,0.7744388112683711,0.6849847718916124,0.6277442664693289,0.9832887887707719,0.3252502016453027,0.13417597061056818,0.30522381179000524
sample66,1.0,0.608390063478528,0.6451312350889868,0.5316756895968653,0.9540195351727728,0.850280117773685,0.8457072355437404,0.13046218340479854,0.36837084849333224,0.6214366597093999,0.5878381344492996
sample67,1.0,0.9011410595665065,0.6312147419553418,0.7204882481022216,0.5362055819102557,0.6849847718916124,0.816085812251069,0.18235731469347383,0.531848859688662,0.7845419150279189,0.86505416259016
sample68,1.0,0.7451292968363841,0.163989040755261,0.45021493894231146,0.7612286023711342,0.7602445299008523,0.2981977399785093,0.9009042810893307,0.38517322264518883,0.4046641383488694,0.6915618478283903
sample69,1.0,0.6212116969120911,0.651144314958331,0.013799433571792363,0.937058869203341,0.6628532049247486,0.9736417934579442,0.013579540605919371,0.010071901587972887,0.9019628825176725,0.21412069755951835
sample70,1.0,0.9070883495126831,0.11479457620694233,0.4487196133318967,0.9205933016533584,0.900723445034769,0.3193397974473644,0.7859002841549358,0.7580134073189478,0.7206062541361351,0.21412069755951835
sample71,1.0,0.626736930855097,0.26039235404672556,0.31886636070262775,0.358942184878406,0.8622812062645553,0.9047124355465324,0.9620168501698068,0.4835151106529384,0.6114646161848205,0.6604504495061223
sample72,1.0,0.6094329209784268,0.6654734698384653,0.62067143658772,0.9858628421370155,0.6848148697406302,0.060830131785619024,0.06931409639163699,0.925063440031466,0.5765167637585276,0.1622587698938327
sample73,1.0,0.8466507329797839,0.7197958724177218,0.25138851857240463,0.4040646010897768,0.6398726510706628,0.38451966951752403,0.053646143757330345,0.9676399656848274,0.6265828644672474,0.8631026649274937
sample74,1.0,0.6123472105605812,0.22296754837248967,0.3371973542404726,0.8824799079764342,0.4841403634281636,0.39127260563855426,0.00017323646693656602,0.17533828722506528,0.5029128771103659,0.8631026649274937
sample75,1.0,0.6492969892053877,0.17342653871012992,0.7289273612183802,0.5502284088225216,0.8737882909931444,0.3722274168215155,0.7979994532238454,0.3349258927511135,0.8555472234686006,0.2533365856996046
sample76,1.0,0.5228048219126,0.745999183664921,0.3855091038958228,0.848582539203625,0.6979031070155077,0.06434112352148869,0.1596090231447903,0.9732617067904467,0.674866464387358,0.3871430199994059
sample77,1.0,0.8630070341435948,0.4156151233911337,0.5946770833481645,0.5599052054039039,0.39605256395890975,0.3152736809338258,0.20359433705826746,0.027130049763997466,0.7010800452676128,0.7625114945921257
sample78,1.0,0.992155622185733,0.0046050912642554565,0.6731068601481682,0.6192438657041662,0.6844778598348268,0.3092992681715693,0.07597795312779076,0.05585744066829512,0.6763375277435173,0.5926111369637959
sample79,1.0,0.46940261314792786,0.7493075914703463,0.11558220434100253,0.4970716505709055,0.5294335218752473,0.8274723198438847,0.017618296449649407,0.44333009279772895,0.7845419150279189,0.9377971780414419
sample80,1.0,0.43215583725371154,0.5876800246438066,0.2606391686205939,0.05458146322694546,0.8785024947874487,0.8909212731704887,0.9832876418696357,0.7486998717449797,0.6056731297475134,0.8579557268899244
sample81,1.0,0.8186554619781937,0.8686302391733645,0.5640741294334265,0.9592777274934621,0.8906002558942764,0.9068407745387266,0.1259826945122443,0.9159118788114005,0.7178730892855835,0.9651774385552451
sample82,1.0,0.24527305341189087,0.6727554860109296,0.6918506709302997,0.8706841871715959,0.813617510056267,0.6360058770600924,0.8814219376470116,0.8674549333898043,0.6031214160187169,0.5695290873414854
sample83,1.0,0.5806852304972248,0.10973740154345268,0.39755858014454915,0.020451089859365834,0.5160923114302934,0.1566296327897847,0.17620624118872763,0.5965585194146088,0.8470039027640524,0.22896078970540956
sample84,1.0,0.4463181844890969,0.163989040755261,0.5140303007552547,0.6391581303065125,0.5175717942253427,0.9126702980459575,0.19760132034128142,0.513491170318806,0.7416936190988871,0.8870762720554545
sample85,1.0,0.03117022528870461,0.715089921590326,0.36039249711008936,0.3300828010212291,0.6988305267965371,0.5548737061373182,0.15413537923361165,0.6066958314290569,0.05737248858118216,0.9377971780414419
sample86,1.0,0.582578909603501,0.11079876627933982,0.5014401245353802,0.8316905374662757,0.5568278310045556,0.7379935403251071,0.8308671517377869,0.1223899604503702,0.9209150729833557,0.9163286543082826
sample87,1.0,0.6301478078950739,0.7258185327049826,0.5208270705789104,0.2272332317425575,0.5047822795919307,0.911219122058149,0.759326305928734,0.2590270443699999,0.9137939143758768,0.8228611345153362
sample88,1.0,0.7526444037868796,0.9254778402831889,0.6320284054129053,0.7990034104169871,0.8469453432906643,0.883197748285847,0.006899188696551373,0.8927870813673219,0.5519887308903295,0.063957837729689
sample89,1.0,0.6545975458612655,0.17351196302855354,0.6721296052309522,0.9052782096977131,0.5605253949214385,0.9427163233313121,0.017842460432652474,0.8822089373147847,0.7254281903483407,0.8310087722262066
sample90,1.0,0.5906735762251086,0.09367640725903592,0.6918506709302997,0.7612286023711342,0.8299555489929482,0.415165166875177,0.8457970037020154,0.566821595109423,0.7153294274948129,0.00045177898609960465
sample91,1.0,0.9088819202472463,0.13396604033896198,0.28847393668624055,0.29087462414692067,0.8238429617264368,0.6399282891416284,0.8480616865174854,0.7988253030141729,0.8257465268533237,0.883037767955672
sample92,1.0,0.9875428113339848,0.10914841113830875,0.6649357765701549,0.5056360747728206,0.8740530735349749,0.29982090465761924,0.020567796934013338,0.7747420410248315,0.627163420959136,0.638128037186743
sample93,1.0,0.6315113420725106,0.13300311344319837,0.31181118683113573,0.16890196005122682,0.944709154902505,0.8115742025581983,0.9372718434856209,0.480632440462331,0.8555472234686006,0.8550927589379049
sample94,1.0,0.7008021524732678,0.06482469796460666,0.3061574656886549,0.9052782096977131,0.9252798646918855,0.0026952604269321334,0.2449907475658306,0.02584246138353341,0.32298773172854844,0.17544123784072352
sample95,1.0,0.3201179992261679,0.23899902836651676,0.6449212599348837,0.938244327128728,0.2117696704883152,0.11433125750231787,0.9206924139706315,0.9764336812357116,0.0031654107044390978,0.660186060051298
sample96,1.0,0.6995393868192927,0.9815561616715368,0.44396828049149617,0.7065768515117765,0.9444962926910125,0.33034008388044955,0.9858849343891634,0.7324832903247996,0.09105254383380257,0.1298448586160169
sample97,1.0,0.7545444904282262,0.0585339857222954,0.2576540073584451,0.5300665043307806,0.038174762757259284,0.3226599566586854,0.9244393355258476,0.3415861971354822,0.8770006691397059,0.664941672059882
sample98,1.0,0.5976449009002688,0.1029913122136733,0.3888472703014987,0.8723523189105983,0.8758883683626306,0.3377569066607504,0.9566497751958912,0.9301617113002209,0.1706670033127894,0.988661327728891
sample99,1.0,0.8261297992960709,0.0383729277416992,0.7767615874326471,0.9042721089537171,0.5995717330838297,0.6913241641902638,0.8451672536314488,0.4250338474970512,0.7710712236811761,0.9040540586431872
sample100,1.0,0.8261297992960709,0.5567894776388725,0.6411747111311639,0.8642280046981125,0.5944097705714599,0.24861123431995846,0.026337247409254694,0.3459821562559112,0.8589074358889186,0.8523453160331026
sample101,1.0,0.656906547987335,0.6134146295072561,0.5455977249642784,0.40236760004325833,0.39579222050608076,0.3312338980904461,0.8741996641674759,0.6760003013724663,0.555381171204094,0.6356263417262749
sample102,1.0,0.9769446559729711,0.7347983990171596,0.6731068601481682,0.8406195672911421,0.7636757920196408,0.8770158088371984,0.15919098843048207,0.5249839995314992,0.6265828644672474,0.763217607734917
sample103,1.0,0.9020215048719045,0.22815803680644986,0.6801484222913344,0.8037928353808953,0.7974969632979688,0.31788065497560314,0.9318843502824965,0.2211821674072617,0.8538074167299979,0.07849772461707549
sample104,1.0,0.5429973752491887,0.06625517496066657,0.3009915376606458,0.5100655079868338,0.5411480783353734,0.7928154813393714,0.825887003428555,0.2675857688616756,0.29976505099855544,0.05169712672738158
sample105,1.0,0.8509366656033454,0.6432318583345678,0.6872853466475395,0.4877656524296855,0.9275828878067327,0.7685679450818109,0.10416772838862376,0.78640048233205,0.8211503077806697,0.12616622161743452
sample106,1.0,0.8034467378486213,0.350477486526545,0.7483719683018439,0.8903018689167369,0.8359118530845703,0.40609931106396846,0.10121217775367242,0.33116060788087776,0.6114593512896671,0.6554744253038162
sample107,1.0,0.6535157872845202,0.007669148484411359,0.4282065848291543,0.9354143729859086,0.9994119135571106,0.37761971721338294,0.8297603032661629,0.4419694991581177,0.8211503077806697,0.4548170373517758
sample108,1.0,0.8334763292922207,0.7292061019449797,0.14077712612508997,0.5611683173920641,0.6803763942344568,0.8864197023016332,0.9956633570822875,0.1741417298373793,0.5877865923826262,0.5242142715316035
sample109,1.0,0.5979679623241948,0.46321782571585124,0.3773720670203906,0.8727697658194852,0.9650503154677078,0.38407906157415983,0.0063678109131585225,0.364218649991919,0.6833551675671582,0.4938425172724632
sample110,1.0,0.9230786255584087,0.6006627010366354,0.4612534773587076,0.42954143225518426,0.8876708554146039,0.028800898196459146,0.055034400610607825,0.2509889797477839,0.7692512132169868,0.8180413332653421
sample111,1.0,0.9875428113339848,0.5728395776931576,0.2576540073584451,0.8005140230934183,0.9211199338417836,0.3397117868119536,0.8201171761483751,0.22135131784954476,0.07063710690496228,0.7644328273304619
sample112,1.0,0.7314436380352776,0.017667153370483857,0.28417419200256455,0.5055081293126718,0.34096576692301483,0.385216126187228,0.029024441965140202,0.11502200890618619,0.702844297370181,0.8154698956271
sample113,1.0,0.7527599196897644,0.23034051055348437,0.4522443678650806,0.9438582396576837,0.49545652862686784,0.8464281336316466,0.018359945929295574,0.6770140363472913,0.921840426827487,0.10658139466455252
sample114,1.0,0.7164371987678253,0.0187908886556839,0.561569878636713,0.9709932912308562,0.7427075983854852,0.49504951352326065,0.12399037644113287,0.9231248040760663,0.9949590373542074,0.12616622161743452
sample115,1.0,0.5349063125564877,0.6365909821132251,0.3996815148795785,0.3442877713992599,0.5294335218752473,0.7561667567889238,0.15648905532730473,0.48284477388695024,0.8940136244617639,0.8351077798959995
sample116,1.0,0.6785352221143449,0.9104783061047691,0.8506315619093997,0.9284352126943516,0.9147376617649062,0.3212813279129082,0.22023738113472802,0.30051107678662714,0.9925106479076157,0.7953872402137336
sample117,1.0,0.7304615662856323,0.1029203342000472,0.7070126051802124,0.884358629981115,0.7228965874947924,0.20170324714961507,0.8002781225268375,0.13121590903745695,0.3257894081360272,0.5377928806064745
sample118,1.0,0.7782670395655239,0.6403831688172956,0.5550729160011629,0.9072591436753231,0.5900486919626461,0.8790516382149706,0.09178971034475236,0.8551668718495413,0.7187526353390643,0.8494654790160974
sample119,1.0,0.6362355209574786,0.7465855205007239,0.14758104971629038,0.3221280452850137,0.1017374020385916,0.38407906157415983,0.9521274736942164,0.7237396738170693,0.8637857797841036,0.6625559260500553
sample120,1.0,0.9203199879351555,0.0038653929768959205,0.505805404275289,0.8500981946284506,0.6258151178380845,0.8782410656909184,0.8118336604306516,0.30899168729169757,0.9291233618892875,0.1827518706081428
sample121,1.0,0.7226803760344891,0.2503593020249263,0.25016301027697474,0.5599052054039039,0.8740530735349749,0.43142686115615947,0.03359500505152002,0.28139162535511764,0.35462324599815576,0.636240484832861
sample122,1.0,0.5908372785205473,0.6168867002392913,0.5922319786531989,0.7517737865436631,0.9383166735987506,0.8116122940457795,0.0019865426299131572,0.07096664679781273,0.4248672622207451,0.005447386203940696
sample123,1.0,0.6901546573851163,0.6396282792884779,0.4055434264620238,0.6391581303065125,0.17698474070537884,0.35858071977133044,0.21080277464938346,0.44333009279772895,0.5576105993759587,0.36369361802724276
sample124,1.0,0.8588260425673215,0.2228788470910772,0.5140303007552547,0.060105485931002844,0.5443402926264915,0.4299867879564805,0.979302966910142,0.8131161307956428,0.5200490513879233,0.7432694218970628
sample125,1.0,0.09957427671585162,0.6836721690332073,0.7338971730087237,0.9902512080345388,0.47841636157015244,0.30521087183139817,0.025993927143467377,0.9954815712186449,0.674866464387358,0.07006049620637766
sample126,1.0,0.9089891698631442,0.0442659061149725,0.5673681792202129,0.9817008705489527,0.343381559297224,0.7835133388092752,0.17026141139857243,0.05437798503004543,0.8053245096315307,0.43424498195714456
sample127,1.0,0.9089891698631442,0.7260813992742677,0.40592520432068313,0.5586912576073997,0.5823068200159545,0.25480493319702036,0.8020432085562037,0.7933544526856084,0.6622386603645279,0.8386335210679378
sample128,1.0,0.5689746790121009,0.2256431550018282,0.6613231208348969,0.7534943012323062,0.9373984344078989,0.9022366559718472,0.20107490631113334,0.7460935158924209,0.7254281903483407,0.9040540586431872
sample129,1.0,0.7626327439430869,0.7423971444962872,0.9757773408154707,0.6669632412497105,0.9038600227447744,0.6988261695927168,0.15533175280507205,0.9224257330423946,0.7241499627364447,0.08171404076549382
sample130,1.0,0.06279587056835045,0.5420732030080447,0.505805404275289,0.7651754866394788,0.28311739976483896,0.38451966951752403,0.12614470447420323,0.2590270443699999,0.5424904092375519,0.1685622487954861
sample131,1.0,0.5426350781980658,0.6082229063270371,0.6212252371470055,0.5056360747728206,0.8902137828778153,0.4193885706211685,0.1939888957464363,0.36818467390274123,0.7808634412599464,0.9643714096776803
sample132,1.0,0.5426350781980658,0.15021498532867406,0.27837531737610444,0.9911561664440849,0.948583904496594,0.44821534205361213,0.7675924173947868,0.9301617113002209,0.9685201556898874,0.7639119854475706
sample133,1.0,0.5897821358236218,0.5763954112737417,0.557869740579734,0.5187812807740719,0.8413521787288126,0.7766096690494085,0.1809157084580295,0.4544476042653631,0.5440069459282296,0.38864981957920064
